rateContent,appendComment_content
这个导航很好用，比我想象的要好，安装店的师傅很专业，一个小时就搞定啦！如果有需求下次还来买。,"功能很齐全，是我想要的。很智能，胎压监测很准,ADAS 监测也比较准。深圳产的，质量刚刚的。"
除了安装支架发错，其他都很顺利，老板很耐心，像素很高，和期望的一样，希望以后售后也一样耐心，会推荐朋友购买的,很清楚吧
不错，东西收到，车子在贵州，等车回来再装，先给个好评！,从贵州回来，东西终于装好了，很不错功能很强大，太多太多，反应也很快，不错的一次购物。
宝贝已经开始用效果很好！还不会操作！用了在评价！URV前录摄像头被塑料支架挡住了一个角！郁闷，不好解决，唯一办法就是塑料支架壳不要！,
宝贝挺好，使用比较方便,
今天刚装好，安装师傅和客服都很好，马上体验了一下，真的很好用哦！,
合作网点多，安装方便快捷；屏幕比原车后视镜大很多，亮度自动调节、字体清晰防炫目；操作方便(触屏、语音)；电子狗提示到位、地图导航准确，可提前规划行车路线，省油省时。,
顺丰快递就是快 预约附近潮乐汽车音响 很快装好 解决没有后车雷达以及影像问题 前后行车记录仪 地图导航 比安装一个中控屏幕导航好多了,
倒车很清楚，客服也很热情，好多功能还没来得及使用，感觉不错?推荐给大家,不错的商品，好多功能都很好用，导航也很好
非常满意 语音识别强大，流媒体后视没让我失望，安装师傅小杨特别认真，帮我布线一点都看不出是加装的，必须好评，希望质量能持久点，反正对的起这价格，推荐全屏的,
首先机器操作系统真的是非常流畅，不会卡顿，前后行车画面很清晰，并且拍摄的角度也是非常的大。比传统的后视镜的视角要大很多，还有倒车的效果对于我这样的女司机来说绝对是非常的贴心的，首先全屏的视角，后视170度的广角范围，大大缩小视角盲区，星光夜视的摄像头，夜晚倒车也不用再担心会出现磕碰，店家和客服服务都是很好的，赠送的小礼品也是非常的喜欢，谢谢！祝生意兴隆啦！！！,
东西非常好    很方便      后视清晰度很高！前面稍微差那么一点点，整体来说不错！,
小师傅认真负责，我的车比较难安装足足弄了4个小时才弄好，辛苦了！宝贝还在研究当中&hellip;,
可能是目前市场上第一款真正全屏的后视镜导航行车记录仪。金色土豪，颜值不错。,
终于装好了，v98的确高大上！连安装师傅都被清晰的后视惊呆了！店家服务很周到耐心，物流也算给力。全五分！,
我非常满意，很不错。一定推荐给其他朋友们。,
很不错的产品图像清晰 个功能还在摸索中,
物流快，装上去效果也蛮好的，清晰，流畅，功能强大！,
此用户没有填写评论!,今天把记录仪安装上了，包安装的，师傅很认真，测试了一些实用的功能，包括远程监控，都非常满意，特别是倒车 比我这原车自带的效果区别太大了，直接上图看看吧拍照的时候外面天都天黑，还能这么清晰，很满意！
后视镜不错，太阳底下暴晒车内温度高完全没问题运行完美，前后摄像头都很清，导航支持离线运行，语音控制方便,
很快就收到货了，店家送的包安装，安装点服务也很不错，机器包装很好，安装过程也很顺利，装上档次提升了不少，全屏很好用，机器操作系统很流畅，不会卡顿，画面很清晰，广角够大，倒车全屏这个对于我这样一个新手来说很贴心，比我朋友车上的清晰多了，导航定位很快，几秒钟就定到位了，语音操作很人性化，朋友们见了都说好！以后会推荐朋友来购买的,
此用户没有填写评论!,
产品不错，卖家服务很好，就是安装师傅态度太差，技术也不行拿着线乱剪乱接，导致产品后视出问题,很好用，家里人都喜欢
产品功能强大，记录仪图像非常清晰，尤其后录，广角超大，图像超清。是一款值得购买的导行记录仪。有机会一定向朋友推荐购买。,
这款v98智能后视镜，什么功能都有，只需要语音就可以唤醒很多功能，对司机很方便，价格也便宜，档次很高，在安装店里师傅眼睛就亮了，这是他见过的最好的智能后视镜了，广大司机们不要在犹豫了，要买就买这款移动互联v98，记住要在齐悦车品购买，有售后保障。,
此用户没有填写评论!,因前段时间非常繁忙，没有及时评价。后视镜用了一段时间，确实不错，安装指导颇具耐心，后视镜的功能很全面，很先进，图像清晰。是一款不错的高档的后视镜行车记录仪。
全屏流媒体效果确实很不错，店家服务态度很好，功能很多，开始自己摸索，有很多搞不清楚，咨询在线客服，都回答的很专用，看来还得紧跟潮流，不然都落伍了。记录仪非常清晰，特别是晚上倒车的效果，是我见过的最清楚的了。同事看中了，已经推荐给他了。,
功能多多，开车时基本可以解放双手去安心驾驶了，语音可以搞定拨打电话、发微信、操作导航，收听自己想听的音乐。快递很负责任，安装师傅也挺细心的，总之虽然宝贝有点小贵，但还是物有所值。,
很漂亮  也很好用  安装师傅也很给力  安装顾问态度非常好,
后视镜功能太强大了，导航也非常准，在山区的小地名只要地图上有的都能导航到不出一米的地方，跟苗述的一样哦？不忽悠人，物流也快，售后服务挺热情，还知到的售后解答之后很快能解决，自主按装的，挺大器美观，五分满赞，用后再推荐给有车一族的朋友，希望能让朋有们大力推荐。,
用了好几天  感觉太高大上了  雨量感应罩有点挡摄像头后来又给我发的加长杆问题都已解决  超5星好评,
云镜全屏的效果很棒，开始犹豫了半天要不要买这个，最后决定就这个了。另外这里要给安装师傅一个大大的赞，我的车后视镜里带芯片，费了好大劲才拆下来，全程服务都很好，不错，希望用的住,
设备真的不错，功能很齐全，很方便,
功能太強大，實在不敢相信，實際好用，快遞快，安裝又快，實用，信駕比好,
买这个后视镜我也是挑了很长时间，最后才挑中这一款，是买给老爸的，因为我不在家，所以收到货到安装简直是一波三折，还好客服能很好的解决沟通，老爸挺喜欢这个后视镜的，功能现在只摸索了下简单的，后面等我回去再开发，功能没得说，质量的话要等过段时间再追加，感谢客服兰博基尼和玛莎拉蒂,
此用户没有填写评论!,后视镜买很久了，今天才有时间来安装。功能很齐全使用，质量很好，镜面很清晰 后视和反光效果很好。反应也很快 挂上倒档 后视效果立马出来！导航蓝牙互联应有尽有，车载中控都可以不需要了? 安排安装的地方也不错，师傅安装很尽责，大武汉近40度高温下安装效率也不错。这么功能齐全的智能后视镜你值得拥有！??
此用户没有填写评论!,很好用
用了以后才来评价的产品非常不错，就是没有流动测速，特别费流量，语音识别能力特别强大，值得拥有。,
此用户没有填写评论!,刚收到，看着不错
真心觉得不错！网上看了好久，毕竟不想动车线路和原装件，没想到这个云镜完美结合！大胆换吧！很牢靠的商家。关键是厂家力争客户满意第一！,
记录仪已经安装完毕，显示效果非常清晰，功能强大，用起来非常方便，语音识别精准，停车监控系统也很不错，有动静随时发送图片视频到手机，我觉得值得拥有的一款记录仪。,
宝贝收到了。非常好用,
终于找到好的云镜了没想到速度这么快用了三个品牌的还是感觉今天的最好希望厂家后续多多更新,
总的来说质量还是比较可以的，拍摄非常清楚，档次瞬间高很多，店家也很细心解说，特别感谢安装师傅真的太专业了，推荐大家购买,效果还是很不错的。主要是全屏很有档次，推荐购买
亲自拆箱 安装 调试半小时完工，本人非常注重产品硬件和处理器。做了很多品牌的行车记录仪，这款最满意。值得推荐的一款产品 服务很棒 赞,
功能非常强大，特别是后视太清晰了，大家看图吧,
非常满意语音系统方便快捷,
安装好两天了，感觉挺好用的，特别是免唤醒功能刚开始不会用，咨询客服了解后，使用特别方便，后视镜头特别清晰，晚上非常好用。,
功能太强大了，全语音操作，识别率很高,
移动互联功能太强大了，安装服务也很到位，屏幕很清晰，录制效果很好，一定会向朋友推荐安装的。,
收到立刻安装，东西真是高大上，连安装师傅都说没见过这么好的云镜，功能齐全，好用，后续会对使用感受进行追评。,不知道，大家有没有像我一样，为了礼包，去好评的。礼包里有坏的，而且少一样东西，联系卖家，直接不理人。其次，说一样产品。语音经常不识别，车距预警，完全是摆设，乱报。用了几天，经常有杂音。这个价，买贵了，不值这个钱。我朋友一千多，买的，根这个差不多。
宝贝就不用拍了看图说话！就算你在千里之外也不用担心车辆情况想看视频照片点一下就好了！就是有点贵！不过一分价钱一分货！个人消息观不同！如同车贴膜有几百有上万！功能挺多店家有视频讲解！胎压监测为选装！多谢店家讲解！！！,机器发烫后摄像头发烫！后摄像头黑屏！后更换线自己装把线剪了还自己掏钱！配件贵坏了不修直接换了须买的请三思没保障！！
服务，是相当次了，一个导航分两次发，后到的支架我要不问，那我就得傻等吧，联系完了告诉我忘发了，我就和卖家理论你们是什么服务都得要客户和你们联系，不联系就得傻等吗，他家连句道歉的话都不会说，问我不行就退了吧，我等了好几天你们一句话就完事了，而且说赠的东西我也是一样没看见，这也就算了，和安装的联系完第二天单位请了假去安装，到了没开门，打电话又不接，联系卖家告诉我安装师傅回老家了，我联系好的也定好了，去了又不在，假都请了只好自己找师傅安了，完事我投诉到淘宝客服，卖家来电话，一句赔礼道歉的话没有上来就质问我为什么投诉他，我说你自己看看聊天记录，结果他们还是在狡辩他们的理，我真是醉了，建议大家选择他家千万要注意，卖货都这样，这售后得什么样？,
首先说功能和商家介绍的完全一致，而且都是很实用的功能，再说质量像素分辨率高反应速度快，不亏是上市公司的质量和工艺都没得说，值得购买,
不错，很清楚，,
自己卖的东西自己居然不知道兼容不兼容。。。。到了安装的地方又花了一千多装的倒车影像,
不错第二次买了，上一次是双十一买的，感觉不错，这次又买了一个,
记录仪装上后和原车很匹配，录像也很清晰,
目前还不错，期待用的久点,
东西刚刚按上，感觉还可以，就是出现了点小插曲，安装前我还专门叫安装师傅先试了一下得行，结果到最后接电时不得行了。后来检查是黄色常电线接触不良，后来剪了直接绑在保险盒上。。。。。最不满意的一点就是中通快递，快递显示已经到了，迟迟不送，后来去门市上查他们也不知道商品在哪里得。最后神奇班的第二天下午又送过来了。。。。以后买东西坚决不选中通快递,买来的时候就有根线有问题，安装师傅剪段后接的。结果使用过程中发现，视频覆盖太快了，在高速上被别人憋车，结果下高速说看视频，结果就自己被覆盖了，前两天说看哈记录仪的视频，结果无语，什么都没有，要是出来事我找谁啊？我的天！今天有空说看一下，结果发现，机子都没有开机。我的天天！
此用户没有填写评论!,很好用真心话推荐朋友了都说很好
东西不错，客服很棒，给我耐心解答了七八天，给个赞，下次还要光顾。,
此用户没有填写评论!,不负责任的卖家，谁买谁上当
直接不想吐槽，但是买最贵的套餐，结果质量太垃圾，倒车影像说的是高清，结果是普清的，画面模糊，有抖动，客服解释说是电压不稳，扯淡的说法，我找安装师傅看了，确实摄像头问题。这些都不是最差，倒车影像用了半月坏了，直接蓝屏，我是彻底无语。路过的小伙伴要注意了。心塞呀。,
收到货后联系卖家怎样安装(自己装)，卖家解答很细致。记录仪本身很喜欢，+蓝牙+导航+ADAS功能非常简洁实用，宝上找了好久的。一句话，只选对的。,
记录仪很好用，像素比较高拍摄的图像很清晰，角度很广视角能看到的都能看到，语音操作很好用。,
挺好的,
功能一会儿正常  一会儿不正常  导航地图不能在线升级 报错好多测速点,
记录仪还可以，导航、记录仪都不错，就是开机比较慢. 不支持语音导航.,
导航垃圾，其它还可以,
东西有瑕疵 小毛病。不过售后挺好 努力解决问题,
相当不错，大家放心买。 虽然出了点差错，但服务真的没得说。五星！,
宝贝收到，质量好跟原厂的没有区，简约大方，一级棒，五星好评,
客服有问无答。遇到问题都是自己解决。想想以后的质量问题不知道找谁先,
还不错，画质清晰，操作简单方便，很满意。,
非常好的产品，美中不足的是进入电话本较麻烦,
宝贝终于到了！双十一物流特别慢，看一下自己安装好像有点问题，等有时间去找专业人士安装。,
特别好，很喜欢，卖家也很爽快。真心推荐。,
很满意和我想的差不多，电子狗好像不太灵调试中，搞定后上图分享！,
记录仪不错，店家不错,
物超所值，值得购买,
质量很好，高清的，款式也不不错。,
外观很大气，录像也很清晰，不愧是大品牌，包装的很精美，质量真不错，做工也很精致，外观设计简单有档次，画面也是非常的清晰，这款行车记录仪性价比很高，功能也很强大。晚上也试了一下，停车时也能看清车牌号码，真的很好。 卖家很热情，耐心讲解。,
还不错,
记录仪开机时间长，白天录像还可以，晚上基本上是废了！晚上没用，什么都看不清！！！真心话大冒险坑啊！,买之前，客服态度很好，有问必答，买后有问题了，爱搭不理的！烦死了！真是辣鸡产品，大家千万不要上当！！！
挺好的,
画面清晰，操纵简单，还有车辆防撞车辆翩稳提醒，只要当记录仪用，导航没试过，只要看上它直接接电源不用到处拉线，满意！,
这个可以、原车就是要不捆绑的好、不懂的、卖家都解释了、耐心解释、服务态度好、,
画质清晰，用着很顺手，使用非常方便！,
非常值得，质量,
去洗车，洗车师傅帮忙免费安装的，搞了差不多一小时，随车启动非常方便，卖家服务不错百问不厌，还专门打电话来指导安装,
东西真的很不错昨天装了今天试了一下挺好的三大功能都很好用客服ZTC的服务态度也很好耐心解答问题看长期质量怎么样了用的看,
东西收到了 实物跟照片一样 质量很好 与卖家描述相符 非常满意,
美观大方，值得拥有！安转后追加评论！,
挺好的价钱不贵，相当于市场一千多的,
此用户没有填写评论!,我在鑫智航车品专营店买了一台行车记录仪。商家给我安排当地的车工坊汽车装饰店安装。效果很不错，画面很清楚，倒车影像也很好。
此用户没有填写评论!,东西很好、安装方便、不用破线、我的新指南者装上很大气、倒车影像清楚、行车记录仪很清楚！不错的商品很好的服务！
电子狗和ADAS很差，记录仪还行,
此用户没有填写评论!,老板服务很好很贴心导航不错值得拥有
好，比我以前车上那个好多了，好东西，推荐够买，服务态度，真是百问不厌，好评,
用了一段时间了，却是不错，效果挺清晰的。,
服务态度非常好，产品吗当记录仪很好，別的功能一般。,
非常好的原厂替代记录仪，功能强大，到底是上市公司的产品，客服非常耐心的解答问题，好评,
还不错，就是有点晃，感觉还是没有原装的牢固，整体不错，功能给力,
后视镜不小心弄破了，正好想换一个后视镜带行车记录仪功能的，看了几家，觉得路畅这家还不错，包安装，送了8G的卡，还没用，自己正好有张32G的高速卡，1080P的记录仪视频非常清晰，实景导航用的很顺手，有什么不懂的再联系你们，好评,
太漂亮了！就是导航有些地名搜不出来,
非常好，老板很实在。服务质量非常好。,
服务态度打满分，记录仪加导航，用习惯了手机，用这个导航，对比起来反应还是有些慢，不过毕竟运行速度在那摆着呢。功能的话对得起这个价，镜子做工也还可以。车道偏离预警还没用，用完了再来追评。中午用了半小时自己装上了。建议客服专业一点，接线还是我自己研究的。,开机慢，比以前记录仪慢很多。行车辅助校准之后还可以，不过反应也是比较慢，要是等他叫了早就碰撞了。
我自己是日产4S店的，店里也有卖，要1400，偶然找到这家店，客服很耐心的解答我的问题，店里的同事帮我安装好，很漂亮，做工很细，各个功能都很好用，反应也快，GOOD！快递小哥服务也很到位，赞一个?,
虽说老款产品，但正规厂家的产品，可以放心。用了近两周了，暂时没有问题。建议安装的门店做做严格把关，我这儿的安装门店拆装粗暴。,
质量很不错，于描述相符，做工精细，价格合理，很满意的一次购物！,
很好，是我最喜欢的专车专用，功能不算多，但是实用不花翘！卖家态度非常的好，有不懂的都非常耐心的解答，必须好评,
倒车全是波纹很模糊一闪一闪的,
正在使用中，记录仪还不错，就是车道偏离不是太好用,
安装没有想象中那么难，很方便，试用了一下，比和之前店里买的质量差不多，但像素高很多，很清晰，一下买了两个，老公都很满意,
不错的卖家，很热心。之前在其他家买了一个一样的，有问题也不解决就退了，这家不错值得信赖,
此用户没有填写评论!,差评！！发来的支架装不上，还说什么专车专用。我本来要自己装的，装不了，问客服说帮我找专业安装公司。好吧我不够专业。要了70，专业师傅来装了装了一下午说支架不配套，重新买一个支架要85.太坑了。联系了客服只肯赔我50.服务水平差！专业水准差！配件简直就是拼凑的水准！
安装服务很好， 质量不错，导航的时候没有发现有规避高速的选项，可能是导航软件的问题， 另外 安装后跑不到半小时就屏幕发热，不知道是不是都这样,
自己装的，简单，搭电去洗车店的老板帮忙搭的。,
记录仪很清晰，价格实惠，自己也能安装,
专车专用完美替换原车镜，车道偏移 前车碰撞功能很贴心 赞,
汽车城师傅帮安装，但是行车安全辅助的设置麻烦，就当记录仪用咯！,
商家耐心解答，门店师傅细心安装，图像很清晰，功能足够我用，只是底座没设计好，走线不方便，虽然不影响使用，但希望厂家继续改进。,
此用户没有填写评论!,
与卖家描述相符，性价比高，习惯好评 基本满意,
宝贝挺清晰度很好的，功能挺多，无损安装，是本人亲自动手装，装起来很简单。我用了几天才评价的，东西确实不错。,
记录仪很清晰，有电子狗随时给我这新手提醒，方便多了。导航功能还没用过也。安装师傅也专业。卖家服务态度很好，诚信店家。,
此用户没有填写评论!,用到现在与上面好多地方不符，反应慢，
很好 倒车影像也不错 满分 就是安装的时候费劲,
昨天安装了，还不错,
收到货后回复店家，店家就联系附近的店安装，测试结果还行，电子狗测速系统还很准确，不错的选择。,
行车记录还是可以的，导航太坑了，老是带我走小路烂路，明明有大路的。,自己装了一个百度地图，感觉好多了。其他用起来感觉还是不错的。希望耐用。
己安装使用，一切正常，服务态度好，,
宝贝很好，安装完了都天黑了也忘拍照了，有时间拍几张看看，很好上手，就是拆原车的后视镜不好拆，接线也很好接。,看看效果吧！
记录仪非常好?！美观又大方，值得购买,
宝贝相可以,
很满意的一次购物，客服态度非常好，对记录仪也是非常的满意，外观大气，录制效果清晰，我接的是车上保险，这款记录仪给了我不一样的感受，目前没有出现任何问题，看着舒心，用着放心，与爱车很匹配，质量杠杠的,
电子狗有点不准确，我的接头有松动，售后叫我将就用着,
东西很给力了  特别清晰  功能强大,
分辨率  和灵敏性都挺好的    挺不错的选择,
换上cd机后音质比原来的好几百倍，收音机很干净，功能很多目前正在慢慢研究，大品牌值得信赖 。,弄错了，不好意思，CD机跟记录仪是一起买的，记录仪清晰度很好，运行很流畅，外观也比较简单大气，我买东西喜欢看品牌，之所以选中这款记录仪也是冲着路畅这个品牌买的，很不错。
好,
很好，很清楚，还在调试中,
宝贝很好，很满意,
非常好，也非常满意,好用，记录仪调整距离宽度怎么调
非常好，物流、服务非常满意，五星。,
简约大方，，，跟原厂的一样，，没有瑕疵，，，好用，，不需要太多功能，简单好用，，，记录仪清楚，，，给客服一个大大的赞\(≧▽≦)/，，关键是性价比高，，，建议车友们要是选记录仪，，就选这家的，，，朋友看了都说好，，，，他们买，，我是免费帮他们安装，，，?,
一个月买两个，一个帮朋友买，非常好用，五星好评,
好评,
产品确实不错，是正品，功能多，导航仪安装上和原车很匹配，原车风貌，非常满意，目前使用中，还没发现什么问题。机器很流畅，实际导航非常实用，用起来方便很多，服务也很好，有问必答，态度非常好，感觉对得起这个价，赞赞赞 很好,
此用户没有填写评论!,不错，就是地图不好用！
看有几家同款产品要卖1000多，不知道为什么卖那么贵，找客服咨询了很多问题，都很有耐心的解答了，考虑了一天，最后选择了这家。。。收货后，就立马打开看了下，没有让我失望，还查了防伪码，是正品，确定收货后，就联系客服预约安装了，安装效果非常满意，导航功能很实用，真的物超所值，值得推荐，会介绍朋友来买的,
用着挺好的，发货挺快的 挺有耐心的,
挺实用的，功能强大！目前一切正常！不过还是希望能更新修复系统的一些bug,
东西收到了，跟描述的一样，值得购买,
此用户没有填写评论!,售后没得说，虽然跟我原车不匹配，但老板很好的解决了我的后顾之忧。祝老板生意兴隆。
良心讲这个记录仪是我用过的最好的，商家耐心讲解，放心购买吧,
特地用了一段时间来评价，真心挺不错，操作简单，高端大气，功能也齐全,
非常棒，完美物流，完美产品，完美安装。一切顺利。使用起来也很顺利。,
设备明明识别主人说的指令了但还是回复没听清楚。，经常自己频繁切换前后摄像头，自己弹出蓝牙电话，自己重启过一次。给赠送的指环支架是坏。,
跑长途用着还可以，后摄像头图像清晰度不太好。市内开车自动启停的车要注意了，每次启停它也跟着启停重新开机，而且开机速度很慢。等到下一个红灯，刚开始记录，又要关闭了。设计有缺陷！与卖家无关。,
不错 反映挺灵敏的 反映速度也比较快，我在用一段时间试试,
发货快，物流也不错。今天上午拿到，去店里装好了，下午试了2个小时，基本功能已经搞清楚了，上路试了一下，整体感觉还不错：反应比较快，白天前后摄像头都很清楚，（晚上还没有试），倒车很准，声音也很响，功能比较多。就是语音识别有点问题，可能是我指令不规范，加上普通话不太标准，下次再试试。还是不错的。还没有和手机互联，试完了再追加评论。店主服务很好，有问必答,行车记录议用了几天，所有功能都试过了，和描述的基本一致，很好用，推荐购买。
好评 必须好评 东西不错 功能强大 主要是客服态度超级好,
第三次购买了 比较满意 价格也比过去便宜了,
产品做工，质量，功能性都很好，语音识别度也很高。正规厂家出品。快递给力，包装完好，多谢?,
装上还没来得及试，就上班了。先好评吧,
物流很快，服务很好，还没使用,
买了有几天了，总体感觉还是可以,
本宝贝用了几天后才来评价，跟描述相符，语音识别也灵敏，功能强大，也未出现迟钝，快递快，服务态度好。,
"评价方未及时做出评价,系统默认好评!",差太差一点声音都没有
收到就安装了，很好用，很流畅，客服的服务态度很好，有问必答，下次还上你家来买?,
宝贝不错 像素不错 安装方便  非常满意,
效果还可以，就是录像时间没办法设置，固定一分钟一段！,
东西不错，线接触不良，联系客服，马上给解决，重新发一根，便宜实惠，值得拥有。,
太棒了这行车记录仪很清晰，客服也很好有问必答五星,
用了几天，挺好用,
宝贝很好，记录电子狗，安全提醒，到位，关键是电子狗不用花钱升级了，连WIFI就能自己升级，期待软件开发新功能，开车更安全。谢谢老板服务周到。,
物流很快，比实体店实惠，卖家服务态度很好?，下次会再关顾！物超所值,
全方位都看的清，而且画质清晰，一点都不卡，好评,
宝贝不错，安装方便，像素行，满意。,
好，很好，非常好，,
宝贝收到了，画面清晰，语音报警及时提示异常情况，客服态度很好，安装过程中耐心指导操作，物流也很快，价格也便宜。,
东西收到了很惊喜没想到这个价钱买到这么好的记录仪，老公说不错，物美价廉啊，比实体店便宜很多，黑色大气上档次，物流给很给力，总之大爱,
宝贝不错，很满意，原来想拍双镜头的，下单时自己下错单镜头了，等有空上高速试试ADAS与电子狗。,
宝贝已收到太满意了，没想到这价钱能买到，比实体店优惠多了，想买的亲快下手吧，超实惠满意。,
刚收到货看着很不错，看着档次也挺高和店里买的但是价格却比店里优惠，,
很好，画面清晰，值得推荐！,
卖家热情，用得放心,
挺不错的，清晰，值得购买！,
哎哟不错哦,
清晰，质量好?！,
还没装，装上了再上图,
不错&hellip;&hellip;&hellip;挺好的&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;,
和宝贝描述的一样，清晰,
安装简单usB一链接就好了 是有鱼眼效果不错,
此用户没有填写评论!,
目前好用，挺清楚的，其他的什么功能还没有发觉,
还可以，大屏配这个可以了。五星好评，用了十几天不错就看能用多久,
验证是正品。试用了几天了，客服真的是太好了，有问必答，联系售后，联系安装，非常感谢。 再说记录仪，很不错的行车记录仪   前后摄像头效果很好，导航也挺好用;可以远程查看车辆前后情况，熄火还有防盗监控，行车轨迹、导航、定位、语音识别功能也够用，功能真的强大，这钱绝对值，朋友坐在副驾驶一个劲的&ldquo;调戏&rdquo;凌度。画面特别清晰，预警等等功能，非常满意    就像机器人一样对话。很满意的一次购物。 很好，很耐心,好
店主服务非常到位，记录仪用着还不错,
店主人很好，服务很满意，试用了几天才来评价，到目前为止使用正常，希望能够比较耐用，全五分好评！,
老闆推薦的紀錄器 別懷疑 真的超清楚 買下去就對了,
有疑問 老板都有心解決 十分好的店家,
很强大的导航清晰度不错。现在那到家里没电了因为想了解一下这款导航有什么功能上网快不快，卡不卡所以那到家里，电视家不错可以流畅放出来，唯一的的就是那到家里用电时间不长。也是谁没事干那到家里看电视，用的时间长不长，用时间证明。,
确认收货晚了几天，致歉。 选择记录仪花了很长时间，关注T98也很久。原来能折叠屏幕，但7寸不满意。后看到升级款，虽不能折叠，权衡之后选择新品。 产品试用中，好多功能不熟悉，不便发表评论。基本的记录功能很流畅，很满意。毕竟运行内存在那放着呢！ 建议：宽度再增1-2cm；屏幕四周的白框如能改成金属亮条，豪华感立马呈现。但只是建议，毕竟要考虑成本。 给其他买家建议：如果只看淘宝销量，有时并不准确。,
好东西，慢慢调,
宝贝相当的不错！功能强大，是目前发现功能最全的行车记录仪，以前用的盯盯拍，直接下来扔掉。能远程监控，随时了解车的情况，我一直在找有这样功能的记录仪，终于找到了，而且有些功能超出我的想象了。店家服务也很好，非常详细耐心的介绍！?,
适用安卓大屏  比较方便   推荐大屏适用!,
不错，在清楚的就好了,
很不错,
各项功能都好，唯一缺陷就是开机后不会自动录像，要点下屏幕上的APP后才会进入记像，虽然指示灯在闪烁，但是找不到录的视频，必须开机点击APP后才会录制视频。,
记录仪真的很好用，录像广角大，真的不错，我是第二次购买。,
很好用，那个辅助驾驶有点傻不过靠摄像头能做成这样很不错了，电子狗联网才能用，买的夜视的晚上还没用过，挺好的，安装很简单,
白天还好，晚上很少出去，买了个夜视的，希望好用,
效果很好，好评,
特意用了几天才来评论的，使用感受是两种结果，有好有坏。先说好的：前摄像很清晰，晚上也非常清晰，跟我以前用的仙人指路不相上下，就是在光线下颜色会有点偏蓝色，不知道是不是和星光夜视功能有关，但不影响清晰度。后摄像清晰度一般，但个人感觉够用了，谁也不会没事总盯着摄像看是吧，单纯就摄像的清晰度而言我很满意。再来说说不好的地方：ADAS真的很鸡肋，明明调试好了，下次再开车的时候它不会自动启动，在斜杠开关处还无法唤醒，必须进入设置里面重新点击关闭再打开才可以，卖家的解释是大屏不支持，我想说不要什么都推到大屏上，其他都支持就这个功能不支持吗？那行驶中偶尔也有ADAS不工作的时候，难道是大屏突然不高兴了吗？最要命的是正常画中画运行中的记录仪也会偶尔突然退出，主要是在有其他软件运行的情况下，比如酷狗音乐运行中的时候，使用两天中已经发现三次了，这个才是关键的，adas可有可无，记录仪会闪退才致命，万一需要证据的时候它没录就糗大了。电子狗基本不准，红绿灯也有一些不会报，明明系统也知道在高速上行驶竟然会报桥下的红绿灯，好搞笑，我直接把它关了。有缺陷就是有缺陷，毕竟是新兴的功能，但不要否认缺陷。记录仪正常就好,
东西收到后用了几天才来评价的  效果挺好的，电子狗  轨道偏离这些都挺给力的，晚上效果也可以,用了一段时间了    真心感觉挺不错的   赞 超赞
宝贝完好收到，只要是安卓系统的都能用，画面很清晰，好评。,
后面的摄像头一点都不清楚,
记录仪竖屏支持完美，为了赶时间用的顺丰快递，2天就到了，隐藏式走线，前挡玻璃非常整洁美观，以前的记录仪挡住副驾驶的视线，并且夜间也很清晰。,
手机拍的不清楚，不过摄像头拍摄的非常清楚。我之前买的一个安卓系统的大屏导航后面配了一个摄像头非常好,
非常好用的记录仪。值得入手。推荐大家购买。很满意的购物。,
很大气  也很清晰  整体很满意,
行车记录仪收到了，还没安装，等过几天放假后再装，看完效果，再来追评，先收货好评。,
像素还行，其他功能就当没有就行了,
ADAS功能实用，摄影清晰，耗内存太大，16G卡用不到90分钟。,
"评价方未及时做出评价,系统默认好评!",还没装
还行就是颜色偏蓝灰,
记录仪很好，各个功能都能用，很清，不错。,
高清好用,
很好得产品。很满意,
宝贝非常棒，只要是安卓系统的都能用，超清楚。要是也很清楚。比市场上那种内后视镜的那种强多了。,
"评价方未及时做出评价,系统默认好评!",好东西，需要还来。
我的竖屏导航不匹配，画质没有我两年前买的后视镜记录仪清晰，而且纵向拉长严重，然后画中画很小也调不了位置。也不能在其他软件上显示，adas目前还没有去白线明显的大路上跑过，前车启动暂时没起作用。将就用用吧。唉！    还是得买个贵的,
卖家还寄了配件，质量不错。,
已安装，比较清楚。,
记录仪很好功能强大就是夜视一般,还行吧电子狗不怎么强
电子狗不好用,
还没使用，等车到了，在追评,
记录仪已收到，用了几天，与我的导航兼容，ADAS、电子狗、行车记录都显示，有点小问题问客服，非常热情。好评。,
真的还不错，推荐给需要的人。比市场上买的专用行车记录仪安装简单。效果没有虚标！不像有的1200万像素可能吗？这款非常给力！,
安装方便，效果能用。谈不上有惊喜感。希望耐用,
可以,
伪劣产品，质量很差： 1.APP无法和音乐、收音机等共同运行，电子狗或ADAS发提示音后，强迫收音机或音乐退出。 2.音量大小不一，ADAS提示音比电子狗提示音大，且两者声音又比收音机和音乐声小很多。,
产品夜视效果不错，对面车灯强光下拍不清楚，ASDS功能一直还没完全启用成功，有时候提示未录像，但实际一直录着，可能与系统不兼容，整体效果不错。,
不错，很清晰,
用了一段时间才评论！该产品的确不错！白天清楚晚上表现也不错！值得拥有！唯一不足的就是镜头没有指示灯！希望厂家加入就完美了！,
挺不错的，五菱宏光S装上能用。。。。。就是软件界面不够漂亮。。。,
记录仪很好，晚上录像也很清析，值得购买，各个功能都能用，不错。,
